# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
8

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,Fuselage,0,PBJPAYBZQU,0,0,0,9.997620270799091324e-01, 0.000000000000000000e+00, -2.181488503456112046e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.181488503456112046e-02, 0.000000000000000000e+00, 9.997620270799091324e-01, 0.000000000000000000e+00, -3.330000000000000071e+00, 0.000000000000000000e+00, 1.000000000000000056e-01, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,35,17
# x,y,z,u,w
-2.035148142694996665e+00, -5.263069814396473811e-01, 1.023993888144459907e-01, 3.000000000000000000e+00, 2.250000000000000000e+00
-2.030807606858302528e+00, -4.292915036945501583e-01, 3.013233299597511405e-01, 3.000000000000000000e+00, 2.500000000000000000e+00
-2.029172013073561320e+00, -2.239244488945456579e-01, 3.762815318994572333e-01, 3.000000000000000000e+00, 2.750000000000000000e+00
-2.029093331088651198e+00, 0.000000000000000000e+00, 3.798874762170173502e-01, 3.000000000000000000e+00, 3.000000000000000000e+00
-2.029172013073561320e+00, 2.239244488945461020e-01, 3.762815318994572333e-01, 3.000000000000000000e+00, 3.250000000000000000e+00
-2.030807606858302528e+00, 4.292915036945509355e-01, 3.013233299597503079e-01, 3.000000000000000000e+00, 3.500000000000000000e+00
-2.035148142694996665e+00, 5.263069814396470480e-01, 1.023993888144462683e-01, 3.000000000000000000e+00, 3.750000000000000000e+00
-2.040000773605931350e+00, 5.500000000000000444e-01, -1.199935373229372715e-01, 3.000000000000000000e+00, 4.000000000000000000e+00
-1.821214064303244617e+00, 5.843749999999999778e-01, -1.642607298154957762e-02, 3.500000000000000000e+00, 0.000000000000000000e+00
-1.826567115869178526e+00, 5.734954557099510852e-01, -2.690532259263390680e-01, 3.500000000000000000e+00, 2.500000000000000000e-01
-1.831599128426351974e+00, 4.730432163343778473e-01, -4.981351969781769862e-01, 3.500000000000000000e+00, 5.000000000000000000e-01
-1.834091860301832355e+00, 2.511352594019907736e-01, -6.074184023559647816e-01, 3.500000000000000000e+00, 7.500000000000000000e-01
-1.834371166839714240e+00, -5.620503294174020347e-16, -6.194075455641198102e-01, 3.500000000000000000e+00, 1.000000000000000000e+00
-1.834091860301832355e+00, -2.511352594019912732e-01, -6.074184023559646706e-01, 3.500000000000000000e+00, 1.250000000000000000e+00
-1.831599128426351974e+00, -4.730432163343781249e-01, -4.981351969781767641e-01, 3.500000000000000000e+00, 1.500000000000000000e+00
-1.826567115869178526e+00, -5.734954557099511963e-01, -2.690532259263390125e-01, 3.500000000000000000e+00, 1.750000000000000000e+00
-1.821214064303244839e+00, -5.843749999999999778e-01, -1.642607298154957415e-02, 3.500000000000000000e+00, 2.000000000000000000e+00
-1.814905722538150190e+00, -5.532130816447817789e-01, 2.277769810085907842e-01, 3.500000000000000000e+00, 2.250000000000000000e+00
-1.806317854460347538e+00, -4.442581047811380301e-01, 4.363925998624235136e-01, 3.500000000000000000e+00, 2.500000000000000000e+00
-1.798493939720229307e+00, -2.307677793616919326e-01, 5.251681549490783141e-01, 3.500000000000000000e+00, 2.750000000000000000e+00
